well,analyte,scope,min_detected,max_detected,unit,regulatory_limit,limit_type,source_document,source_table,source_pages
SR 99 corridor (aerially deposited lead survey),lead,upper_six_inches_narrative_range,3.0,100.0,mg/kg,,,SR_132_DEIR_EA.pdf,(narrative text; no table),198-199
