location,analyte,unit,n_analyzed,n_detect,n_nondetect,min_detected,min_detected_date,max_detected,max_detected_date,max_detected_qualifier,max_reporting_limit_nondetect,max_reporting_limit_date,regulatory_limit,limit_type,exceedance_ratio_at_max,exceeds_limit,nondetect_rl_above_limit,source_document
PL1,total_dissolved_solids,mg/L,13,13,0,37.0,10/28/2016,180.0,2/6/2014,,,,500.0,secondary MCL,0.36,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL1,total_suspended_solids,mg/L,16,14,2,20.0,12/12/2014,1100.0,12/15/2016,,10.0,1/6/2016,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL1,vanadium,ug/L,16,14,2,1.2,12/12/2014,9.5,3/17/2020,,7.2,10/28/2016,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL1,zinc,ug/L,16,11,5,9.1,3/24/2017,110.0,3/17/2020,,10.0,4/4/2013,5000.0,secondary MCL,0.022,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,alkalinity_bicarbonate,mg/L,12,12,0,13.0,10/28/2016,170.0,12/12/2014,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,alkalinity_carbonate,mg/L,12,0,12,,,,,,5.0,2/6/2014,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,alkalinity_total,mg/L,12,12,0,13.0,10/28/2016,170.0,12/12/2014,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,antimony,ug/L,14,12,2,0.5,10/28/2016,3.5,2/6/2014,,0.5,12/12/2014,6.0,primary MCL,0.583,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,arsenic,ug/L,14,4,10,1.1,3/5/2016,6.4,3/22/2018,,1.0,4/4/2013,10.0,primary MCL,0.64,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,barium,ug/L,14,14,0,19.0,1/6/2016,89.0,3/24/2017,,,,1000.0,primary MCL,0.089,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,beryllium,ug/L,14,0,14,,,,,,5.0,12/11/2015,4.0,primary MCL,,,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,cadmium,ug/L,14,1,13,0.04,10/28/2016,0.04,10/28/2016,J,0.72,3/22/2018,5.0,primary MCL,0.008,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,calcium,mg/L,12,12,0,3.1,10/28/2016,24.0,3/24/2017,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,chloride,mg/L,12,12,0,0.64,12/2/2014,6.6,10/28/2016,,,,250.0,secondary MCL,0.026,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,chromium,ug/L,14,13,1,0.48,3/24/2017,6.5,2/28/2014,,3.7,10/28/2016,50.0,primary MCL,0.13,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,cobalt,ug/L,14,9,5,0.34,12/4/2019,1.0,3/22/2018,J,0.5,4/4/2013,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,copper,ug/L,14,14,0,3.4,1/6/2016,29.0,2/6/2014,,,,1300.0,primary MCL,0.022,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,lead,ug/L,14,8,6,0.11,3/24/2017,3.5,12/12/2014,,1.0,12/11/2015,15.0,primary MCL,0.233,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,magnesium,mg/L,12,12,0,0.89,12/2/2014,5.9,3/24/2017,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,manganese,ug/L,13,12,1,22.0,4/4/2013,130.0,3/22/2018,,10.0,1/6/2016,50.0,secondary MCL,2.6,yes,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,mercury,ug/L,14,0,14,,,,,,0.2,4/4/2013,2.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,molybdenum,ug/L,14,14,0,0.66,1/6/2016,9.5,2/6/2014,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,nickel,ug/L,14,13,1,1.8,12/12/2014,6.2,2/6/2014,,1.0,1/6/2016,100.0,primary MCL,0.062,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,nitrate_as_n,mg/L,13,13,0,0.16,12/2/2014,2.9,1/8/2018,,,,10.0,primary MCL,0.29,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,potassium,mg/L,12,12,0,1.3,12/2/2014,8.4,10/28/2016,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,selenium,ug/L,14,1,13,0.17,3/24/2017,0.17,3/24/2017,J,1.1,3/22/2018,50.0,primary MCL,0.003,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,silver,ug/L,14,0,14,,,,,,0.5,4/4/2013,100.0,secondary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,sodium,mg/L,12,12,0,0.64,12/2/2014,4.9,3/24/2017,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,strontium,ug/L,14,14,0,35.0,10/28/2016,290.0,3/24/2017,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,sulfate,mg/L,13,12,1,1.5,4/4/2013,8.2,3/24/2017,,1.0,12/2/2014,250.0,secondary MCL,0.033,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,sulfide,mg/L,14,7,7,0.019,3/5/2016,0.2,2/28/2014,,0.062,10/28/2016,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,thallium,ug/L,14,0,14,,,,,,0.88,10/28/2016,2.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,total_dissolved_solids,mg/L,12,12,0,43.0,12/2/2014,190.0,2/6/2014,,,,500.0,secondary MCL,0.38,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,total_suspended_solids,mg/L,14,13,1,18.0,1/8/2018,770.0,12/15/2016,,1.1,3/24/2017,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,vanadium,ug/L,14,13,1,1.4,12/4/2019,14.0,3/22/2018,,7.2,10/28/2016,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL2,zinc,ug/L,14,12,2,14.0,12/2/2014,260.0,3/22/2018,,10.0,1/6/2016,5000.0,secondary MCL,0.052,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,alkalinity_bicarbonate,mg/L,13,13,0,15.0,12/2/2014,99.0,12/11/2015,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,alkalinity_carbonate,mg/L,13,0,13,,,,,,5.0,1/30/2014,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,alkalinity_total,mg/L,13,13,0,15.0,12/2/2014,99.0,12/11/2015,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,antimony,ug/L,16,10,6,0.38,10/28/2016,1.8,3/22/2018,J,0.5,2/28/2014,6.0,primary MCL,0.3,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,arsenic,ug/L,16,7,9,0.42,10/28/2016,1.9,1/30/2014,,2.0,3/22/2018,10.0,primary MCL,0.19,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,barium,ug/L,16,16,0,32.0,12/4/2019,770.0,3/22/2018,,,,1000.0,primary MCL,0.77,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,beryllium,ug/L,16,0,16,,,,,,0.83,10/28/2016,4.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,cadmium,ug/L,16,1,15,0.04,10/28/2016,0.04,10/28/2016,J,0.72,3/22/2018,5.0,primary MCL,0.008,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,calcium,mg/L,13,13,0,3.1,12/2/2014,26.0,12/11/2015,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,chloride,mg/L,13,12,1,0.48,10/28/2016,9.5,12/11/2015,,0.5,12/2/2014,250.0,secondary MCL,0.038,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,chromium,ug/L,16,15,1,0.31,12/4/2019,2.7,3/22/2018,,3.7,10/28/2016,50.0,primary MCL,0.054,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,cobalt,ug/L,16,9,7,0.32,3/24/2017,3.2,3/22/2018,,0.5,2/28/2014,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,copper,ug/L,16,16,0,2.0,12/2/2014,32.0,1/30/2014,,,,1300.0,primary MCL,0.025,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,lead,ug/L,16,8,8,0.24,3/24/2017,46.0,3/22/2018,,1.0,2/6/2014,15.0,primary MCL,3.067,yes,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,magnesium,mg/L,13,13,0,0.51,12/2/2014,7.7,12/15/2016,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,manganese,ug/L,14,11,3,12.0,2/28/2014,370.0,3/22/2018,,65.0,3/24/2017,50.0,secondary MCL,7.4,yes,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,mercury,ug/L,16,1,15,0.26,3/17/2020,0.26,3/17/2020,,0.2,4/4/2013,2.0,primary MCL,0.13,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,molybdenum,ug/L,16,10,6,0.66,10/28/2016,4.1,1/30/2014,,0.5,12/2/2014,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,nickel,ug/L,16,13,3,1.2,3/17/2020,10.0,1/30/2014,,1.0,12/2/2014,100.0,primary MCL,0.1,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,nitrate_as_n,mg/L,15,13,2,0.1,1/6/2016,6.6,1/30/2014,,0.2,12/11/2015,10.0,primary MCL,0.66,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,potassium,mg/L,13,13,0,2.6,12/2/2014,47.0,12/15/2016,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,selenium,ug/L,16,0,16,,,,,,1.1,3/22/2018,50.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,silver,ug/L,16,0,16,,,,,,0.5,4/4/2013,100.0,secondary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,sodium,mg/L,13,13,0,0.34,12/12/2014,6.4,1/30/2014,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,strontium,ug/L,16,16,0,35.0,12/4/2019,390.0,12/11/2015,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,sulfate,mg/L,14,13,1,1.0,1/6/2016,19.0,12/15/2016,,1.0,12/2/2014,250.0,secondary MCL,0.076,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,sulfide,mg/L,16,9,7,0.013,3/5/2016,0.1,3/22/2018,,0.02,10/28/2016,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,thallium,ug/L,16,0,16,,,,,,0.88,10/28/2016,2.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,total_dissolved_solids,mg/L,13,13,0,33.0,12/12/2014,420.0,12/15/2016,,,,500.0,secondary MCL,0.84,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,total_suspended_solids,mg/L,16,14,2,16.0,1/8/2018,190.0,10/28/2016,,3.3,3/17/2020,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,vanadium,ug/L,16,15,1,1.8,12/12/2014,19.0,3/22/2018,,7.2,10/28/2016,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL3,zinc,ug/L,16,13,3,6.0,3/24/2017,88.0,3/17/2020,,10.0,12/2/2014,5000.0,secondary MCL,0.018,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,alkalinity_bicarbonate,mg/L,13,13,0,13.0,12/12/2014,64.0,2/6/2014,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,alkalinity_carbonate,mg/L,13,0,13,,,,,,5.0,1/30/2014,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,alkalinity_total,mg/L,13,13,0,13.0,12/12/2014,64.0,2/6/2014,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,antimony,ug/L,16,15,1,0.64,2/28/2014,2.8,1/8/2018,,0.5,12/12/2014,6.0,primary MCL,0.467,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,arsenic,ug/L,16,6,10,1.1,1/30/2014,1.7,12/4/2019,,2.0,3/22/2018,10.0,primary MCL,0.17,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,barium,ug/L,16,16,0,25.0,1/30/2014,160.0,3/24/2017,,,,1000.0,primary MCL,0.16,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,beryllium,ug/L,16,0,16,,,,,,25.0,12/11/2015,4.0,primary MCL,,,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,cadmium,ug/L,16,2,14,0.04,10/28/2016,0.09,3/24/2017,J,0.72,3/22/2018,5.0,primary MCL,0.018,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,calcium,mg/L,13,13,0,3.5,10/28/2016,18.0,2/6/2014,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,chloride,mg/L,13,13,0,0.52,12/12/2014,11.0,12/11/2015,,,,250.0,secondary MCL,0.044,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,chromium,ug/L,16,15,1,0.64,12/15/2016,7.8,4/4/2013,,3.7,10/28/2016,50.0,primary MCL,0.156,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,cobalt,ug/L,16,10,6,0.28,12/4/2019,1.5,2/6/2014,,0.5,2/28/2014,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,copper,ug/L,16,16,0,4.3,12/12/2014,24.0,1/8/2018,,,,1300.0,primary MCL,0.018,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,lead,ug/L,16,5,11,0.83,12/4/2019,5.1,1/8/2018,,1.6,3/22/2018,15.0,primary MCL,0.34,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,magnesium,mg/L,13,13,0,0.55,12/12/2014,1.7,2/6/2014,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,manganese,ug/L,14,12,2,10.0,3/5/2016,110.0,2/6/2014,,10.0,4/4/2013,50.0,secondary MCL,2.2,yes,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,mercury,ug/L,16,1,15,0.24,3/17/2020,0.24,3/17/2020,,0.2,4/4/2013,2.0,primary MCL,0.12,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,molybdenum,ug/L,16,16,0,1.4,1/6/2016,7.4,12/11/2015,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,nickel,ug/L,16,15,1,1.2,1/6/2016,6.6,2/6/2014,,1.0,12/12/2014,100.0,primary MCL,0.066,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,nitrate_as_n,mg/L,15,13,2,0.37,1/6/2016,9.9,4/4/2013,,0.16,3/24/2017,10.0,primary MCL,0.99,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,potassium,mg/L,13,13,0,1.5,12/12/2014,6.1,12/11/2015,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,selenium,ug/L,16,0,16,,,,,,1.1,3/22/2018,50.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,silver,ug/L,16,0,16,,,,,,0.5,4/4/2013,100.0,secondary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,sodium,mg/L,13,13,0,1.4,12/12/2014,10.0,2/6/2014,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,strontium,ug/L,16,16,0,75.0,2/28/2014,460.0,3/24/2017,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,sulfate,mg/L,14,14,0,1.5,12/12/2014,11.0,12/11/2015,,,,250.0,secondary MCL,0.044,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,sulfide,mg/L,16,5,11,0.011,1/30/2014,0.094,2/6/2014,,0.02,4/4/2013,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,thallium,ug/L,16,0,16,,,,,,0.88,10/28/2016,2.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,total_dissolved_solids,mg/L,13,13,0,24.0,12/12/2014,130.0,2/6/2014,,,,500.0,secondary MCL,0.26,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,total_suspended_solids,mg/L,16,14,2,9.0,3/5/2016,330.0,10/28/2016,,10.0,3/17/2020,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,vanadium,ug/L,16,14,2,0.9,3/24/2017,7.0,4/4/2013,,7.2,10/28/2016,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL4,zinc,ug/L,16,16,0,11.0,4/4/2013,170.0,3/17/2020,,,,5000.0,secondary MCL,0.034,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,alkalinity_bicarbonate,mg/L,5,5,0,18.0,1/6/2016,28.0,10/28/2016,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,alkalinity_carbonate,mg/L,5,0,5,,,,,,5.0,12/12/2014,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,alkalinity_total,mg/L,5,5,0,18.0,1/6/2016,28.0,10/28/2016,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,antimony,ug/L,7,7,0,0.74,12/12/2014,1.7,10/28/2016,,,,6.0,primary MCL,0.283,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,arsenic,ug/L,7,2,5,0.46,10/28/2016,1.6,12/4/2019,,1.0,12/12/2014,10.0,primary MCL,0.16,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,barium,ug/L,7,7,0,58.0,10/28/2016,110.0,12/12/2014,,,,1000.0,primary MCL,0.11,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,beryllium,ug/L,7,0,7,,,,,,0.83,10/28/2016,4.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,cadmium,ug/L,7,2,5,0.05,3/24/2017,0.1,10/28/2016,J,0.5,12/12/2014,5.0,primary MCL,0.02,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,calcium,mg/L,5,5,0,4.3,12/12/2014,7.4,3/5/2016,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,chloride,mg/L,5,4,1,2.1,10/28/2016,3.2,3/5/2016,,0.5,12/12/2014,250.0,secondary MCL,0.013,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,chromium,ug/L,7,6,1,1.0,3/24/2017,1.7,12/4/2019,,3.7,10/28/2016,50.0,primary MCL,0.034,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,cobalt,ug/L,7,4,3,0.08,3/24/2017,0.72,10/28/2016,J,0.5,12/12/2014,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,copper,ug/L,7,7,0,6.3,12/12/2014,15.0,10/28/2016,,,,1300.0,primary MCL,0.012,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,lead,ug/L,7,4,3,0.2,3/24/2017,1.9,12/4/2019,,1.0,12/12/2014,15.0,primary MCL,0.127,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,magnesium,mg/L,5,5,0,0.56,12/12/2014,0.94,10/28/2016,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,manganese,ug/L,5,3,2,11.0,12/12/2014,40.0,10/28/2016,J,65.0,3/24/2017,50.0,secondary MCL,0.8,no,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
