sample_id,area,boring,depth_interval,analyte,value_raw,unit,value_type,is_nondetect,comment,deeper_than_planned,is_resample,source_table,source_page,source_document
STK1-1-4,Stockpile 1 MSE Wall Footing,STK1-1,4,barium,42,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-1-4,Stockpile 1 MSE Wall Footing,STK1-1,4,lead,<1.0,mg/kg,raw_detection,yes,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-2-0,Stockpile 1 MSE Wall Footing,STK1-2,0,barium,240,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-2-0,Stockpile 1 MSE Wall Footing,STK1-2,0,lead,6.6,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-2-1,Stockpile 1 MSE Wall Footing,STK1-2,1,barium,140,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-2-1,Stockpile 1 MSE Wall Footing,STK1-2,1,lead,3.9,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-2-2,Stockpile 1 MSE Wall Footing,STK1-2,2,barium,97,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-2-2,Stockpile 1 MSE Wall Footing,STK1-2,2,lead,3.3,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-2-3,Stockpile 1 MSE Wall Footing,STK1-2,3,barium,81,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-2-3,Stockpile 1 MSE Wall Footing,STK1-2,3,lead,3,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-2-4,Stockpile 1 MSE Wall Footing,STK1-2,4,barium,75,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-2-4,Stockpile 1 MSE Wall Footing,STK1-2,4,lead,1.8,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-3-0,Stockpile 1 MSE Wall Footing,STK1-3,0,barium,420,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-3-0,Stockpile 1 MSE Wall Footing,STK1-3,0,lead,6.7,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-3-1,Stockpile 1 MSE Wall Footing,STK1-3,1,barium,120,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-3-1,Stockpile 1 MSE Wall Footing,STK1-3,1,lead,3.3,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-3-2,Stockpile 1 MSE Wall Footing,STK1-3,2,barium,130,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-3-2,Stockpile 1 MSE Wall Footing,STK1-3,2,lead,3.4,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-3-3,Stockpile 1 MSE Wall Footing,STK1-3,3,barium,120,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-3-3,Stockpile 1 MSE Wall Footing,STK1-3,3,lead,1.1,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-3-4,Stockpile 1 MSE Wall Footing,STK1-3,4,barium,71,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK1-3-4,Stockpile 1 MSE Wall Footing,STK1-3,4,lead,1.2,mg/kg,raw_detection,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
,Stockpile 1 MSE Wall Footing,,,barium,171.9/128.3,mg/kg,95_percent_ucl_and_mean,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
,Stockpile 1 MSE Wall Footing,,,barium,120,mg/kg,max_site_specific_background,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
,Stockpile 1 MSE Wall Footing,,,lead,3.8,mg/kg,max_site_specific_background,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
,Stockpile 1 MSE Wall Footing,,,barium,"1,000",mg/kg,bcs_removal_verification_threshold,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
,Stockpile 1 MSE Wall Footing,,,lead,80,mg/kg,bcs_removal_verification_threshold,,,,,Table 1 - Stockpile 1 MSE Wall Footing Soil Analytical Results,60,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-1-0,Stockpile 2 MSE Wall Footing,STK2-1,0,barium,930,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-1-0,Stockpile 2 MSE Wall Footing,STK2-1,0,lead,6.6,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-1-1,Stockpile 2 MSE Wall Footing,STK2-1,1,barium,490,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-1-1,Stockpile 2 MSE Wall Footing,STK2-1,1,lead,6.6,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-1-2,Stockpile 2 MSE Wall Footing,STK2-1,2,barium,140,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-1-2,Stockpile 2 MSE Wall Footing,STK2-1,2,lead,5.0,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-1-3,Stockpile 2 MSE Wall Footing,STK2-1,3,barium,65,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-1-3,Stockpile 2 MSE Wall Footing,STK2-1,3,lead,3.6,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-1-4,Stockpile 2 MSE Wall Footing,STK2-1,4,barium,53,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-1-4,Stockpile 2 MSE Wall Footing,STK2-1,4,lead,3.7,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-2-0,Stockpile 2 MSE Wall Footing,STK2-2,0,barium,130,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-2-0,Stockpile 2 MSE Wall Footing,STK2-2,0,lead,3.5,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-2-1,Stockpile 2 MSE Wall Footing,STK2-2,1,barium,78,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-2-1,Stockpile 2 MSE Wall Footing,STK2-2,1,lead,4.0,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-2-2,Stockpile 2 MSE Wall Footing,STK2-2,2,barium,61,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-2-2,Stockpile 2 MSE Wall Footing,STK2-2,2,lead,3.9,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-2-3,Stockpile 2 MSE Wall Footing,STK2-2,3,barium,58,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-2-3,Stockpile 2 MSE Wall Footing,STK2-2,3,lead,3.9,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-2-4,Stockpile 2 MSE Wall Footing,STK2-2,4,barium,96,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-2-4,Stockpile 2 MSE Wall Footing,STK2-2,4,lead,3.7,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-3-0,Stockpile 2 MSE Wall Footing,STK2-3,0,barium,290,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-3-0,Stockpile 2 MSE Wall Footing,STK2-3,0,lead,5.1,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-3-1,Stockpile 2 MSE Wall Footing,STK2-3,1,barium,85,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-3-1,Stockpile 2 MSE Wall Footing,STK2-3,1,lead,4.3,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-3-2,Stockpile 2 MSE Wall Footing,STK2-3,2,barium,88,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-3-2,Stockpile 2 MSE Wall Footing,STK2-3,2,lead,5.0,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-3-3,Stockpile 2 MSE Wall Footing,STK2-3,3,barium,66,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-3-3,Stockpile 2 MSE Wall Footing,STK2-3,3,lead,4.4,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-3-4,Stockpile 2 MSE Wall Footing,STK2-3,4,barium,67,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-3-4,Stockpile 2 MSE Wall Footing,STK2-3,4,lead,4.3,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-4-0,Stockpile 2 MSE Wall Footing,STK2-4,0,barium,830,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-4-0,Stockpile 2 MSE Wall Footing,STK2-4,0,lead,7.7,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-4-1,Stockpile 2 MSE Wall Footing,STK2-4,1,barium,190,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-4-1,Stockpile 2 MSE Wall Footing,STK2-4,1,lead,4.9,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-4-2,Stockpile 2 MSE Wall Footing,STK2-4,2,barium,180,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-4-2,Stockpile 2 MSE Wall Footing,STK2-4,2,lead,5.2,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-5-0,Stockpile 2 MSE Wall Footing,STK2-5,0,barium,210,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-5-0,Stockpile 2 MSE Wall Footing,STK2-5,0,lead,4.9,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-5-1,Stockpile 2 MSE Wall Footing,STK2-5,1,barium,87,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-5-1,Stockpile 2 MSE Wall Footing,STK2-5,1,lead,5.0,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-5-2,Stockpile 2 MSE Wall Footing,STK2-5,2,barium,96,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-5-2,Stockpile 2 MSE Wall Footing,STK2-5,2,lead,5.5,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-6-0,Stockpile 2 MSE Wall Footing,STK2-6,0,barium,130,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-6-0,Stockpile 2 MSE Wall Footing,STK2-6,0,lead,5.2,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-6-1,Stockpile 2 MSE Wall Footing,STK2-6,1,barium,71,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-6-1,Stockpile 2 MSE Wall Footing,STK2-6,1,lead,4.6,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-6-2,Stockpile 2 MSE Wall Footing,STK2-6,2,barium,69,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-6-2,Stockpile 2 MSE Wall Footing,STK2-6,2,lead,4.8,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-7-0,Stockpile 2 MSE Wall Footing,STK2-7,0,barium,690,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-7-0,Stockpile 2 MSE Wall Footing,STK2-7,0,lead,22,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-7-1,Stockpile 2 MSE Wall Footing,STK2-7,1,barium,580,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-7-1,Stockpile 2 MSE Wall Footing,STK2-7,1,lead,15,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-7-2,Stockpile 2 MSE Wall Footing,STK2-7,2,barium,320,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-7-2,Stockpile 2 MSE Wall Footing,STK2-7,2,lead,10,mg/kg,raw_detection,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-7-3*,Stockpile 2 MSE Wall Footing,STK2-7,3,barium,110,mg/kg,raw_detection,,,yes,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-7-3*,Stockpile 2 MSE Wall Footing,STK2-7,3,lead,5.3,mg/kg,raw_detection,,,yes,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-7-4*,Stockpile 2 MSE Wall Footing,STK2-7,4,barium,140,mg/kg,raw_detection,,,yes,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
STK2-7-4*,Stockpile 2 MSE Wall Footing,STK2-7,4,lead,6.5,mg/kg,raw_detection,,,yes,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
,Stockpile 2 MSE Wall Footing,,,barium,120,mg/kg,max_site_specific_background,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
,Stockpile 2 MSE Wall Footing,,,lead,3.8,mg/kg,max_site_specific_background,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
,Stockpile 2 MSE Wall Footing,,,barium,"1,000",mg/kg,bcs_removal_verification_threshold,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
,Stockpile 2 MSE Wall Footing,,,lead,80,mg/kg,bcs_removal_verification_threshold,,,,,Table 1 - Stockpile 2 MSE Wall Footing Soil Analytical Results,214,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF1, CSF2, CSF3-2",Carpenter Road Shoofly,"CSF1, CSF2, CSF3",2,barium,96,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF1, CSF2, CSF3-2",Carpenter Road Shoofly,"CSF1, CSF2, CSF3",2,lead,3.8,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF2, CSF2, CSF3-5",Carpenter Road Shoofly,"CSF2, CSF2, CSF3",5,barium,66,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF2, CSF2, CSF3-5",Carpenter Road Shoofly,"CSF2, CSF2, CSF3",5,lead,1.7,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF1, CSF2, CSF3-10",Carpenter Road Shoofly,"CSF1, CSF2, CSF3",10,barium,52,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF1, CSF2, CSF3-10",Carpenter Road Shoofly,"CSF1, CSF2, CSF3",10,lead,1.4,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF1, CSF2, CSF3-15",Carpenter Road Shoofly,"CSF1, CSF2, CSF3",15,barium,28,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF1, CSF2, CSF3-15",Carpenter Road Shoofly,"CSF1, CSF2, CSF3",15,lead,<1.3,mg/kg,raw_detection,yes,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF4, CSF5, CSF6-2",Carpenter Road Shoofly,"CSF4, CSF5, CSF6",2,barium,74,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF4, CSF5, CSF6-2",Carpenter Road Shoofly,"CSF4, CSF5, CSF6",2,lead,2.9,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF4, CSF5, CSF6-5",Carpenter Road Shoofly,"CSF4, CSF5, CSF6",5,barium,74,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF4, CSF5, CSF6-5",Carpenter Road Shoofly,"CSF4, CSF5, CSF6",5,lead,2.0,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF4, CSF5, CSF6-10",Carpenter Road Shoofly,"CSF4, CSF5, CSF6",10,barium,80,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF4, CSF5, CSF6-10",Carpenter Road Shoofly,"CSF4, CSF5, CSF6",10,lead,3.2,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF4, CSF5, CSF6-15",Carpenter Road Shoofly,"CSF4, CSF5, CSF6",15,barium,39,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
"CSF4, CSF5, CSF6-15",Carpenter Road Shoofly,"CSF4, CSF5, CSF6",15,lead,1.6,mg/kg,raw_detection,,,,,Table 1 - Carpenter Road Shoofly Soil Analytical Results,305,S1908-01-01 Caltrans Modesto Stockpile Interim RACR_12.22 (1).pdf
