sample_id,sample_date,source_document,page,row_annotation,antimony,arsenic,barium,beryllium,cadmium,chromium,cobalt,copper,lead,manganese,molybdenum,nickel,selenium,silver,thallium,vanadium,zinc,strontium,mercury,calcium,magnesium,potassium,sodium
BG2,2/6/2014,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,,2.4,<1.0,35,<0.50,<0.50,1.9,0.73,22,<1.0,46,5.3,6.4,<0.50,<0.50,<0.50,2.1,110,87,<0.20,12,2.4,5.9,5.0
BG2,2/28/2014,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,,3.4,<1.0,33,<0.50,<0.50,12,<0.50,26,<1.0,18,8.8,6.0,<0.50,<0.50,<0.50,1.2,70,27,<0.20,3.5,0.62,2.3,2.2
BG2,12/2/2014,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,,2.4,<1.0,37,<0.50,<0.50,8.3,0.73,23,1.1,53,6.8,5.5,<0.50,<0.50,<0.50,2.2,85,57,<0.20,5.0,1.1,4.0,2.7
BG2,12/12/2014,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,,1.3,<1.0,24,<0.50,<0.50,3.0,<0.50,9.4,<1.0,20,2.1,2.0,<0.50,<0.50,<0.50,<1.0,28,37,<0.20,3.6,0.64,1.6,1.2
BG2,12/11/2015,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,No Sample - Dry,,,,,,,,,,,,,,,,,,,,,,,
BG2,1/6/2016,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,,2.2,<1.0,30,<0.50,<0.50,14,<0.50,15,<1.0,15,6.0,3.4,<0.50,<0.50,<0.50,<1.0,54,42,<0.20,5.3,0.81,2.3,2.5
BG2,3/5/2016,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,No Sample - Dry,,,,,,,,,,,,,,,,,,,,,,,
BG2,10/28/2016,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,,2.0,<0.40J,30,<0.83J,0.12J,5.5,<0.40J,25,<1.0J,19J,5.5,3.2J,<0.13J,<0.03J,<0.88J,<7.2J,91,23,<0.13J,2.3,0.42,1.9,1.3
BG2,12/15/2016,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,,1.2,<1.0,20,<0.50,<0.50,1.0,<0.50,12,<1.0,38,1.7,2.0,<0.50,<0.50,<0.50,2.6,42,38,<0.20,4.3,0.87,3.7,2.3
BG2,3/24/2017,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,No Sample - Dry,,,,,,,,,,,,,,,,,,,,,,,
BG2,1/8/2018,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,,3.5,<1.0,100,<0.50,<0.50,6.4,1.1,45,13,70,6.4,7.3,<0.50,<0.50,<0.50,4.9,230,43,<0.20,5.9,1.0,3.6,3.6
BG2,3/22/2018,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,No Sample - Dry,,,,,,,,,,,,,,,,,,,,,,,
BG2,12/4/2019,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,,2.3,1.2,44,<0.19,<0.17,13,0.52,18,0.79J,‐‐‐,8.7,4.1,<0.22,<0.36,<0.20,0.72J,89,41,<0.05,‐‐‐,‐‐‐,‐‐‐,‐‐‐
BG2,3/17/2020,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,,10,1.1,"1,700",<0.19,0.26J,9.7,0.98,52,3.9,‐‐‐,9.2,8.1,<0.22,<0.36,<0.20,5.2,190,84,0.25,‐‐‐,‐‐‐,‐‐‐,‐‐‐
BG2,12/17/2020,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,No Sample - Dry,,,,,,,,,,,,,,,,,,,,,,,
BG2,2/28/2023,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,Removed From Network,,,,,,,,,,,,,,,,,,,,,,,
BG3,2/28/2023,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,No Sample - Dry,,,,,,,,,,,,,,,,,,,,,,,
BG3,3/10/2023,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf,22,,<8.8,8.0J,17,<1.6,<3.0UJ,<2.0,<1.6,14J+,<4.7,---,13J+,<4.6,12,<2.4,<8.5,13J+,<25,63J,0.06J,‐‐‐,‐‐‐,‐‐‐,‐‐‐
