medium,source_document,location_or_well,analyte,value_type,value,unit,date_or_event,depth_ft,is_background,n_samples,regulatory_limit,limit_type,exceedance_ratio,source_citation,status,notes
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-7,strontium,min_detected_per_well_all_dates,590.0,ug/L,5/17/2012,,,18,4000.0,EPA Drinking Water Health Advisory (footnote 4; NOT an MCL),,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-7,strontium,max_detected_per_well_all_dates,1100.0,ug/L,5/2/2016,,,18,4000.0,EPA Drinking Water Health Advisory (footnote 4; NOT an MCL),0.275,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-7,nitrate_as_n,min_detected_per_well_all_dates,2.5,mg/L,5/17/2012,,,20,10.0,MCL (health-based),,"Table 4, pp. 31-39 (values); 39 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-7,nitrate_as_n,max_detected_per_well_all_dates,8.7,mg/L,5/2/2016,,,20,10.0,MCL (health-based),0.87,"Table 4, pp. 31-39 (values); 39 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,arsenic,min_detected_per_well_all_dates,2.5,ug/L,9/5/2013,,,16,10.0,MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=2
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,arsenic,max_detected_per_well_all_dates,4.2,ug/L,1/23/2013,,,16,10.0,MCL,0.42,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=2
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,barium,min_detected_per_well_all_dates,39.0,ug/L,3/12/2012,,,16,1000.0,MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,barium,max_detected_per_well_all_dates,130.0,ug/L,4/11/2018,,,16,1000.0,MCL,0.13,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,lead,min_detected_per_well_all_dates,0.76,ug/L,4/11/2018,,,16,15.0,Regulatory Action Level (California Department of Public Health; NOT an MCL per Table 3 footnote 3),,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=15
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,lead,max_detected_per_well_all_dates,0.76,ug/L,4/11/2018,,,16,15.0,Regulatory Action Level (California Department of Public Health; NOT an MCL per Table 3 footnote 3),0.051,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=15
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,manganese,min_detected_per_well_all_dates,1.0,ug/L,10/4/2006,,,16,50.0,Secondary MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=8
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,manganese,max_detected_per_well_all_dates,410.0,ug/L,4/11/2018,,,16,50.0,Secondary MCL,8.2,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=8
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,strontium,min_detected_per_well_all_dates,180.0,ug/L,3/12/2012,,,14,4000.0,EPA Drinking Water Health Advisory (footnote 4; NOT an MCL),,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,strontium,max_detected_per_well_all_dates,450.0,ug/L,11/29/2012,,,14,4000.0,EPA Drinking Water Health Advisory (footnote 4; NOT an MCL),0.113,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,nitrate_as_n,min_detected_per_well_all_dates,3.6,mg/L,1/23/2013,,,16,10.0,MCL (health-based),,"Table 4, pp. 31-39 (values); 39 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-8,nitrate_as_n,max_detected_per_well_all_dates,11.0,mg/L,11/29/2012,,,16,10.0,MCL (health-based),1.1,"Table 4, pp. 31-39 (values); 39 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-9,arsenic,min_detected_per_well_all_dates,1.8,ug/L,6/4/2014,,,12,10.0,MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-9,arsenic,max_detected_per_well_all_dates,3.3,ug/L,2/26/2014,,,12,10.0,MCL,0.33,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-9,barium,min_detected_per_well_all_dates,51.0,ug/L,7/17/2012,,,13,1000.0,MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-9,barium,max_detected_per_well_all_dates,180.0,ug/L,2/28/2020,,,13,1000.0,MCL,0.18,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-9,manganese,min_detected_per_well_all_dates,3.0,ug/L,4/11/2018,,,12,50.0,Secondary MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=8
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-9,manganese,max_detected_per_well_all_dates,73.0,ug/L,9/19/2012,,,12,50.0,Secondary MCL,1.46,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=8
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-9,strontium,min_detected_per_well_all_dates,690.0,ug/L,9/5/2013,,,13,4000.0,EPA Drinking Water Health Advisory (footnote 4; NOT an MCL),,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-9,strontium,max_detected_per_well_all_dates,1100.0,ug/L,2/28/2020,,,13,4000.0,EPA Drinking Water Health Advisory (footnote 4; NOT an MCL),0.275,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-9,nitrate_as_n,min_detected_per_well_all_dates,7.0,mg/L,9/5/2013,,,12,10.0,MCL (health-based),,"Table 4, pp. 31-39 (values); 39 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,MW-9,nitrate_as_n,max_detected_per_well_all_dates,13.0,mg/L,6/20/2012,,,12,10.0,MCL (health-based),1.3,"Table 4, pp. 31-39 (values); 39 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,arsenic,min_detected_overall_2006_2023,1.1,ug/L,6/4/2014,,,165,10.0,MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=18
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,arsenic,max_detected_overall_2006_2023,9.9,ug/L,10/4/2006,,,165,10.0,MCL,0.99,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=18
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,barium,min_detected_overall_2006_2023,33.0,ug/L,4/12/2017,,,170,1000.0,MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,barium,max_detected_overall_2006_2023,410.0,ug/L,10/5/2006,,,170,1000.0,MCL,0.41,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,lead,min_detected_overall_2006_2023,0.32,ug/L,4/12/2018,,,165,15.0,Regulatory Action Level (California Department of Public Health; NOT an MCL per Table 3 footnote 3),,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=157
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,lead,max_detected_overall_2006_2023,3.4,ug/L,6/14/2006,,,165,15.0,Regulatory Action Level (California Department of Public Health; NOT an MCL per Table 3 footnote 3),0.227,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=157
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,manganese,min_detected_overall_2006_2023,1.0,ug/L,10/4/2006,,,165,50.0,Secondary MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=101
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,manganese,max_detected_overall_2006_2023,410.0,ug/L,4/11/2018,,,165,50.0,Secondary MCL,8.2,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=101
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,strontium,min_detected_overall_2006_2023,180.0,ug/L,3/12/2012,,,154,4000.0,EPA Drinking Water Health Advisory (footnote 4; NOT an MCL),,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,strontium,max_detected_overall_2006_2023,1400.0,ug/L,4/12/2018,,,154,4000.0,EPA Drinking Water Health Advisory (footnote 4; NOT an MCL),0.35,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,nitrate_as_n,min_detected_overall_2006_2023,2.1,mg/L,4/12/2018,,,165,10.0,MCL (health-based),,"Table 4, pp. 31-39 (values); 39 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,nitrate_as_n,max_detected_overall_2006_2023,40.0,mg/L,4/9/2019,,,165,10.0,MCL (health-based),4.0,"Table 4, pp. 31-39 (values); 39 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,arsenic,min_detected_overall_2012_2019,1.1,ug/L,6/4/2014,,,149,10.0,MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=18
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,arsenic,max_detected_overall_2012_2019,6.6,ug/L,7/16/2012,,,149,10.0,MCL,0.66,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=18
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,barium,min_detected_overall_2012_2019,33.0,ug/L,4/12/2017,,,149,1000.0,MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,barium,max_detected_overall_2012_2019,370.0,ug/L,4/9/2019,,,149,1000.0,MCL,0.37,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,lead,min_detected_overall_2012_2019,0.32,ug/L,4/12/2018,,,149,15.0,Regulatory Action Level (California Department of Public Health; NOT an MCL per Table 3 footnote 3),,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=143
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,lead,max_detected_overall_2012_2019,2.5,ug/L,3/18/2013,,,149,15.0,Regulatory Action Level (California Department of Public Health; NOT an MCL per Table 3 footnote 3),0.167,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=143
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,manganese,min_detected_overall_2012_2019,1.3,ug/L,4/12/2017,,,149,50.0,Secondary MCL,,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=100
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,manganese,max_detected_overall_2012_2019,410.0,ug/L,4/11/2018,,,149,50.0,Secondary MCL,8.2,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=100
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,strontium,min_detected_overall_2012_2019,180.0,ug/L,3/12/2012,,,149,4000.0,EPA Drinking Water Health Advisory (footnote 4; NOT an MCL),,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,strontium,max_detected_overall_2012_2019,1400.0,ug/L,4/12/2018,,,149,4000.0,EPA Drinking Water Health Advisory (footnote 4; NOT an MCL),0.35,"Table 3, pp. 21-29 (values); 30 (footnote key); 29 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,nitrate_as_n,min_detected_overall_2012_2019,2.1,mg/L,4/12/2018,,,149,10.0,MCL (health-based),,"Table 4, pp. 31-39 (values); 39 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
groundwater,06A2542ct_TO97_GW Rpt_final.20230308.pdf,ALL_WELLS,nitrate_as_n,max_detected_overall_2012_2019,40.0,mg/L,4/9/2019,,,149,10.0,MCL (health-based),4.0,"Table 4, pp. 31-39 (values); 39 (MCL row)",VERIFIED (computed from raw transcription),n_nondetect=0
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - East End,Barium,min_detected,170.0,mg/kg,2012 SSI,0.0,,4,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=PB6-0.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - East End,Barium,max_detected,210.0,mg/kg,2012 SSI,0.0,,4,TTLC=10000; 10x STLC=1000; CHHSL (industrial)=63000; CHHSL (residential)=5200,,TTLC=0.021; 10x STLC=0.21; CHHSL (industrial)=0.0033; CHHSL (residential)=0.0404,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=PB7-0.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - NORTH SIDE,Arsenic,min_detected,0.25,mg/kg,2012 SSI,3.0,,8,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB1-3.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - NORTH SIDE,Arsenic,max_detected,1.0,mg/kg,2012 SSI,4.0,,8,TTLC=500; 10x STLC=50; CHHSL (industrial)=0.24; CHHSL (residential)=0.07,,TTLC=0.002; 10x STLC=0.02; CHHSL (industrial)=4.1667; CHHSL (residential)=14.2857,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB2-4.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - NORTH SIDE,Barium,min_detected,43.0,mg/kg,2012 SSI,4.0,,8,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB2-4.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - NORTH SIDE,Barium,max_detected,240.0,mg/kg,2012 SSI,0.0,,8,TTLC=10000; 10x STLC=1000; CHHSL (industrial)=63000; CHHSL (residential)=5200,,TTLC=0.024; 10x STLC=0.24; CHHSL (industrial)=0.0038; CHHSL (residential)=0.0462,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB4-0.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - NORTH SIDE,Lead,min_detected,1.1,mg/kg,2012 SSI,4.0,,8,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB2-4.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - NORTH SIDE,Lead,max_detected,16.0,mg/kg,2012 SSI,0.0,,8,TTLC=1000; 10x STLC=250; CHHSL (industrial)=320; CHHSL (residential)=80,,TTLC=0.016; 10x STLC=0.064; CHHSL (industrial)=0.05; CHHSL (residential)=0.2,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB2-0.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - NORTH SIDE,Strontium,min_detected,18.0,mg/kg,2012 SSI,4.0,,8,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB3-4.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - NORTH SIDE,Strontium,max_detected,61.0,mg/kg,2012 SSI,0.0,,8,CHHSL (industrial)=610000; CHHSL (residential) / USEPA RSL=47000,,CHHSL (industrial)=0.0001; CHHSL (residential) / USEPA RSL=0.0013,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB4-0.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - SOUTH SIDE,Arsenic,min_detected,0.31,mg/kg,2012 SSI,4.0,,10,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB8-4.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - SOUTH SIDE,Arsenic,max_detected,1.3,mg/kg,2012 SSI,0.0,,10,TTLC=500; 10x STLC=50; CHHSL (industrial)=0.24; CHHSL (residential)=0.07,,TTLC=0.0026; 10x STLC=0.026; CHHSL (industrial)=5.4167; CHHSL (residential)=18.5714,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB5-0.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - SOUTH SIDE,Barium,min_detected,52.0,mg/kg,2012 SSI,4.0,,10,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB5-4.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - SOUTH SIDE,Barium,max_detected,200.0,mg/kg,2012 SSI,0.0,,10,TTLC=10000; 10x STLC=1000; CHHSL (industrial)=63000; CHHSL (residential)=5200,,TTLC=0.02; 10x STLC=0.2; CHHSL (industrial)=0.0032; CHHSL (residential)=0.0385,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB5-0.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - SOUTH SIDE,Lead,min_detected,1.5,mg/kg,2012 SSI,4.0,,10,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB8-4.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - SOUTH SIDE,Lead,max_detected,17.0,mg/kg,2012 SSI,0.0,,10,TTLC=1000; 10x STLC=250; CHHSL (industrial)=320; CHHSL (residential)=80,,TTLC=0.017; 10x STLC=0.068; CHHSL (industrial)=0.0531; CHHSL (residential)=0.2125,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB5-0.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - SOUTH SIDE,Strontium,min_detected,27.0,mg/kg,2012 SSI,0.0,,10,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB7-0.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - SOUTH SIDE,Strontium,max_detected,190.0,mg/kg,2012 SSI,4.0,,10,CHHSL (industrial)=610000; CHHSL (residential) / USEPA RSL=47000,,CHHSL (industrial)=0.0003; CHHSL (residential) / USEPA RSL=0.004,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB9-4.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - West End,Barium,min_detected,97.0,mg/kg,2012 SSI,0.0,,5,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=PB2-0.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 1 - West End,Barium,max_detected,160.0,mg/kg,2012 SSI,0.0,,5,TTLC=10000; 10x STLC=1000; CHHSL (industrial)=63000; CHHSL (residential)=5200,,TTLC=0.016; 10x STLC=0.16; CHHSL (industrial)=0.0025; CHHSL (residential)=0.0308,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=PB3-0.0; 
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 2,Barium,min_detected,58.0,mg/kg,2012 SSI,0.0,,16,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),"sample_id=CB1-0.0; YES - >=50,000 mg/kg deep Cadmium Boring value"
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 2,Barium,max_detected,130000.0,mg/kg,2012 SSI,11.0,,16,TTLC=10000; 10x STLC=1000; CHHSL (industrial)=63000; CHHSL (residential)=5200,,TTLC=13.0; 10x STLC=130.0; CHHSL (industrial)=2.0635; CHHSL (residential)=25.0,SSI Report Table 2/3,VERIFIED (computed from raw transcription),"sample_id=CB2-11.0; YES - >=50,000 mg/kg deep Cadmium Boring value"
soil,S9525-06-44 Modesto Stockpiles SSI Report Rev.0313.pdf,Stockpile 2 - NORTH SIDE,Arsenic,min_detected,0.25,mg/kg,2012 SSI,4.0,,16,,,,SSI Report Table 2/3,VERIFIED (computed from raw transcription),sample_id=FB12-4.0; 
